dataset,type,term,count
Ours,attribute,blue,232
Ours,attribute,red,228
Ours,attribute,brown,198
Ours,attribute,large,197
Ours,attribute,small,149
Ours,attribute,right,148
Ours,attribute,light,127
Ours,attribute,left,122
Ours,attribute,lettered,121
Ours,attribute,yellow,104
Ours,attribute,three,97
Ours,attribute,bright,94
Ours,attribute,open,89
Ours,attribute,grassy,85
Ours,attribute,color,83
Ours,attribute,closed,79
Ours,attribute,hairy,77
Ours,attribute,vibrant,75
Ours,attribute,lush,74
Ours,attribute,messy,72
Ours,attribute,outdoor,72
Ours,attribute,soft,71
Ours,attribute,strip,70
Ours,attribute,gray,66
Ours,attribute,empty,65
Ours,attribute,visible,64
Ours,attribute,tall,64
Ours,attribute,striped,63
Ours,attribute,dry,62
Ours,attribute,wet,54
Ours,attribute,pink,54
Ours,attribute,cover,53
Ours,attribute,natural,52
Ours,attribute,colorful,51
Ours,attribute,reflective,50
Ours,attribute,four,48
Ours,attribute,long,45
Ours,attribute,sandy,45
Ours,attribute,fluffy,44
Ours,attribute,tile,43
Ours,attribute,another,41
TIIF-Bench,relation,in,961
TIIF-Bench,relation,with,881
TIIF-Bench,relation,of,796
TIIF-Bench,relation,on,725
TIIF-Bench,relation,beside,185
TIIF-Bench,relation,at,72
TIIF-Bench,relation,without,71
TIIF-Bench,relation,wearing,71
TIIF-Bench,relation,behind,69
TIIF-Bench,relation,next to,64
TIIF-Bench,relation,from,64
TIIF-Bench,relation,featuring,62
TIIF-Bench,relation,near,61
TIIF-Bench,relation,to,55
TIIF-Bench,relation,against,50
TIIF-Bench,relation,under,47
TIIF-Bench,relation,features,45
TIIF-Bench,relation,for,42
TIIF-Bench,relation,than,39
TIIF-Bench,relation,holding,35
TIIF-Bench,relation,as,34
TIIF-Bench,relation,above,30
TIIF-Bench,relation,through,29
TIIF-Bench,relation,hidden,25
TIIF-Bench,relation,sits on,25
TIIF-Bench,relation,showcasing,23
TIIF-Bench,relation,over,22
TIIF-Bench,relation,includes,21
TIIF-Bench,relation,into,20
TIIF-Bench,relation,beneath,19
TIIF-Bench,relation,has,19
TIIF-Bench,relation,around,19
TIIF-Bench,relation,is,19
TIIF-Bench,relation,across,15
TIIF-Bench,relation,alongside,15
TIIF-Bench,relation,like,14
TIIF-Bench,relation,sit on,14
TIIF-Bench,relation,holds,14
TIIF-Bench,relation,wears,14
TIIF-Bench,relation,in front of,13
TIIF-Bench,relation,sitting on,13
TIIF-Bench,relation,between,11
TIIF-Bench,relation,symbolizing,11
TIIF-Bench,relation,obscures,10
TIIF-Bench,relation,playing,10
TIIF-Bench,relation,shows,10
TIIF-Bench,relation,inside,10
TIIF-Bench,relation,by,9
TIIF-Bench,relation,higher than,9
TIIF-Bench,relation,devoid of,9
TIIF-Bench (long),relation,of,7087
TIIF-Bench (long),relation,with,3590
TIIF-Bench (long),relation,in,3434
TIIF-Bench (long),relation,on,654
TIIF-Bench (long),relation,to,623
TIIF-Bench (long),relation,from,432
TIIF-Bench (long),relation,through,428
TIIF-Bench (long),relation,against,424
TIIF-Bench (long),relation,like,385
TIIF-Bench (long),relation,between,333
TIIF-Bench (long),relation,features,329
TIIF-Bench (long),relation,beneath,288
TIIF-Bench (long),relation,across,283
TIIF-Bench (long),relation,at,269
TIIF-Bench (long),relation,under,239
TIIF-Bench (long),relation,as,230
TIIF-Bench (long),relation,upon,225
TIIF-Bench (long),relation,for,214
TIIF-Bench (long),relation,beside,201
TIIF-Bench (long),relation,into,201
TIIF-Bench (long),relation,around,195
TIIF-Bench (long),relation,amidst,176
TIIF-Bench (long),relation,casts,171
TIIF-Bench (long),relation,before,161
TIIF-Bench (long),relation,balances,157
TIIF-Bench (long),relation,behind,152
TIIF-Bench (long),relation,along,150
TIIF-Bench (long),relation,near,134
TIIF-Bench (long),relation,over,124
TIIF-Bench (long),relation,casting,108
TIIF-Bench (long),relation,within,104
TIIF-Bench (long),relation,above,94
TIIF-Bench (long),relation,reflecting,93
TIIF-Bench (long),relation,is,91
TIIF-Bench (long),relation,depicts,83
TIIF-Bench (long),relation,create,78
TIIF-Bench (long),relation,toward,77
TIIF-Bench (long),relation,creating,76
TIIF-Bench (long),relation,catching,75
TIIF-Bench (long),relation,has,75
TIIF-Bench (long),relation,add,74
TIIF-Bench (long),relation,cast,65
TIIF-Bench (long),relation,resembling,65
TIIF-Bench (long),relation,exudes,59
TIIF-Bench (long),relation,reflects,57
TIIF-Bench (long),relation,creates,56
TIIF-Bench (long),relation,below,56
TIIF-Bench (long),relation,reminiscent of,54
TIIF-Bench (long),relation,atop,53
TIIF-Bench (long),relation,captures,53
DPGBench,relation,of,2704
DPGBench,relation,with,1188
DPGBench,relation,in,741
DPGBench,relation,on,472
DPGBench,relation,to,261
DPGBench,relation,against,165
DPGBench,relation,from,146
DPGBench,relation,at,107
DPGBench,relation,through,98
DPGBench,relation,for,97
DPGBench,relation,featuring,87
DPGBench,relation,features,82
DPGBench,relation,is,81
DPGBench,relation,around,77
DPGBench,relation,between,69
DPGBench,relation,beside,62
DPGBench,relation,reflects,58
DPGBench,relation,into,56
DPGBench,relation,over,53
DPGBench,relation,across,50
DPGBench,relation,casts,49
DPGBench,relation,captures,48
DPGBench,relation,above,46
DPGBench,relation,under,45
DPGBench,relation,as,44
DPGBench,relation,amidst,43
DPGBench,relation,behind,42
DPGBench,relation,reminiscent of,42
DPGBench,relation,has,41
DPGBench,relation,including,33
DPGBench,relation,atop,32
DPGBench,relation,wearing,32
DPGBench,relation,by,29
DPGBench,relation,reflecting,27
DPGBench,relation,showcases,25
DPGBench,relation,along,24
DPGBench,relation,holds,24
DPGBench,relation,surrounded,24
DPGBench,relation,within,24
DPGBench,relation,towards,23
DPGBench,relation,like,23
DPGBench,relation,sits on,23
DPGBench,relation,next to,22
DPGBench,relation,depicting,22
DPGBench,relation,accentuates,22
DPGBench,relation,beneath,21
DPGBench,relation,casting,20
DPGBench,relation,depicts,20
DPGBench,relation,cast,18
DPGBench,relation,suggests,18
T2I-CompBench++,relation,of,474
T2I-CompBench++,relation,on,365
T2I-CompBench++,relation,in,126
T2I-CompBench++,relation,in front of,104
T2I-CompBench++,relation,with,103
T2I-CompBench++,relation,behind,85
T2I-CompBench++,relation,were,61
T2I-CompBench++,relation,holding,54
T2I-CompBench++,relation,next to,52
T2I-CompBench++,relation,at,47
T2I-CompBench++,relation,for,47
T2I-CompBench++,relation,on side of,37
T2I-CompBench++,relation,near,35
T2I-CompBench++,relation,playing with,29
T2I-CompBench++,relation,hold,28
T2I-CompBench++,relation,through,25
T2I-CompBench++,relation,over,22
T2I-CompBench++,relation,by,19
T2I-CompBench++,relation,to,17
T2I-CompBench++,relation,wearing,12
T2I-CompBench++,relation,above,11
T2I-CompBench++,relation,playing,11
T2I-CompBench++,relation,against,10
T2I-CompBench++,relation,provide,10
T2I-CompBench++,relation,sitting on,9
T2I-CompBench++,relation,features,9
T2I-CompBench++,relation,provided,8
T2I-CompBench++,relation,from,8
T2I-CompBench++,relation,practicing,8
T2I-CompBench++,relation,mix,8
T2I-CompBench++,relation,has,7
T2I-CompBench++,relation,across,7
T2I-CompBench++,relation,display,7
T2I-CompBench++,relation,past,6
T2I-CompBench++,relation,covered,6
T2I-CompBench++,relation,illuminated,6
T2I-CompBench++,relation,created,6
T2I-CompBench++,relation,was,6
T2I-CompBench++,relation,down,5
T2I-CompBench++,relation,reflected,5
T2I-CompBench++,relation,into,5
T2I-CompBench++,relation,after,5
T2I-CompBench++,relation,performing,5
T2I-CompBench++,relation,sit on,4
T2I-CompBench++,relation,sat on,4
T2I-CompBench++,relation,embraced,4
T2I-CompBench++,relation,lit,4
T2I-CompBench++,relation,adorned,4
T2I-CompBench++,relation,filled,4
T2I-CompBench++,relation,creating,4
GenAI-Bench,relation,in,541
GenAI-Bench,relation,with,422
GenAI-Bench,relation,on,397
GenAI-Bench,relation,of,334
GenAI-Bench,relation,at,96
GenAI-Bench,relation,without,68
GenAI-Bench,relation,to,59
GenAI-Bench,relation,wearing,54
GenAI-Bench,relation,under,36
GenAI-Bench,relation,next to,34
GenAI-Bench,relation,beside,32
GenAI-Bench,relation,over,31
GenAI-Bench,relation,above,30
GenAI-Bench,relation,holding,30
GenAI-Bench,relation,through,26
GenAI-Bench,relation,from,25
GenAI-Bench,relation,than,25
GenAI-Bench,relation,by,22
GenAI-Bench,relation,against,22
GenAI-Bench,relation,has,21
GenAI-Bench,relation,into,19
GenAI-Bench,relation,around,18
GenAI-Bench,relation,for,17
GenAI-Bench,relation,as,15
GenAI-Bench,relation,sitting on,14
GenAI-Bench,relation,full of,11
GenAI-Bench,relation,across,10
GenAI-Bench,relation,towards,10
GenAI-Bench,relation,between,10
GenAI-Bench,relation,contains,10
GenAI-Bench,relation,wear,9
GenAI-Bench,relation,along,9
GenAI-Bench,relation,have,9
GenAI-Bench,relation,casting,8
GenAI-Bench,relation,holds,8
GenAI-Bench,relation,sits on,8
GenAI-Bench,relation,near,7
GenAI-Bench,relation,chasing,7
GenAI-Bench,relation,displaying,7
GenAI-Bench,relation,reading,7
GenAI-Bench,relation,sit on,6
GenAI-Bench,relation,behind,6
GenAI-Bench,relation,down,6
GenAI-Bench,relation,running on,6
GenAI-Bench,relation,playing,6
GenAI-Bench,relation,reflecting,5
GenAI-Bench,relation,in front of,5
GenAI-Bench,relation,casts,5
GenAI-Bench,relation,having,5
GenAI-Bench,relation,containing,5
GenEval,relation,of,788
GenEval,relation,below,28
GenEval,relation,above,26
GenEval,relation,right of,3
GenEval2,relation,to,268
GenEval2,relation,of,223
GenEval2,relation,under,125
GenEval2,relation,in front of,123
GenEval2,relation,behind,123
GenEval2,relation,on top of,111
GenEval2,relation,chasing,31
GenEval2,relation,playing with,30
GenEval2,relation,over,28
GenEval2,relation,jumping,4
GenEval2,relation,with,3
GenEval2,relation,on,3
GenEval2,relation,in,1
GenEval2,relation,croissant to,1
GenEval2,relation,striped,1
LongT2IBench,relation,of,9132
LongT2IBench,relation,with,3015
LongT2IBench,relation,in,2741
LongT2IBench,relation,on,2439
LongT2IBench,relation,to,943
LongT2IBench,relation,is,910
LongT2IBench,relation,has,729
LongT2IBench,relation,from,637
LongT2IBench,relation,at,562
LongT2IBench,relation,through,524
LongT2IBench,relation,against,329
LongT2IBench,relation,captures,298
LongT2IBench,relation,wearing,284
LongT2IBench,relation,over,260
LongT2IBench,relation,near,249
LongT2IBench,relation,along,239
LongT2IBench,relation,behind,214
LongT2IBench,relation,across,211
LongT2IBench,relation,around,201
LongT2IBench,relation,under,175
LongT2IBench,relation,towards,174
LongT2IBench,relation,between,171
LongT2IBench,relation,above,170
LongT2IBench,relation,into,142
LongT2IBench,relation,for,140
LongT2IBench,relation,features,138
LongT2IBench,relation,holding,134
LongT2IBench,relation,by,130
LongT2IBench,relation,line,110
LongT2IBench,relation,suggests,101
LongT2IBench,relation,are,100
LongT2IBench,relation,have,100
LongT2IBench,relation,reflecting,95
LongT2IBench,relation,creating,88
LongT2IBench,relation,as,85
LongT2IBench,relation,presents,81
LongT2IBench,relation,reads,77
LongT2IBench,relation,casting,76
LongT2IBench,relation,onto,76
LongT2IBench,relation,sitting on,74
LongT2IBench,relation,display,71
LongT2IBench,relation,facing,69
LongT2IBench,relation,plays,66
LongT2IBench,relation,reflects,65
LongT2IBench,relation,beside,64
LongT2IBench,relation,casts,63
LongT2IBench,relation,featuring,62
LongT2IBench,relation,below,58
LongT2IBench,relation,including,58
LongT2IBench,relation,next to,56
GECKONUM,relation,of,154
GECKONUM,relation,with,90
GECKONUM,relation,on,61
GECKONUM,relation,to,45
GECKONUM,relation,in,34
GECKONUM,relation,than,30
GECKONUM,relation,showing,25
GECKONUM,relation,above,17
GECKONUM,relation,below,16
GECKONUM,relation,as,14
GECKONUM,relation,into,11
GECKONUM,relation,is,2
Ours,relation,with,1846
Ours,relation,of,1172
Ours,relation,on,879
Ours,relation,in,655
Ours,relation,to,257
Ours,relation,has,170
Ours,relation,features,148
Ours,relation,sits on,145
Ours,relation,near,139
Ours,relation,wearing,135
Ours,relation,holds,134
Ours,relation,featuring,118
Ours,relation,next to,111
Ours,relation,behind,100
Ours,relation,from,93
Ours,relation,beside,92
Ours,relation,under,88
Ours,relation,above,77
Ours,relation,inside,66
Ours,relation,at,65
Ours,relation,including,64
Ours,relation,contains,62
Ours,relation,against,60
Ours,relation,within,59
Ours,relation,over,55
Ours,relation,includes,51
Ours,relation,across,50
Ours,relation,is,45
Ours,relation,displays,44
Ours,relation,along,42
Ours,relation,sits in,41
Ours,relation,holding,38
Ours,relation,as,38
Ours,relation,through,37
Ours,relation,below,35
Ours,relation,displaying,34
Ours,relation,casts,33
Ours,relation,containing,32
Ours,relation,around,32
Ours,relation,into,31
Ours,relation,toward,29
Ours,relation,sit on,28
Ours,relation,reading,27
Ours,relation,reflects,25
Ours,relation,alongside,25
Ours,relation,beneath,24
Ours,relation,suggests,22
Ours,relation,creates,21
Ours,relation,surrounded,21
Ours,relation,atop,21
